Survey ResponseID,Recency,Frequency,Monetary,AveragePurchaseValue,CustomerLifespan,MeanDaysBetweenPurchases,LogFutureCLV
R_BYr5WwayMBf66SR,8,211,4362.53,20.67549763033175,1452,6.881516587677726,7.135368824967799
R_BqYfDp9vJ2Y07K1,43,99,3221.15,32.53686868686869,1441,14.555555555555555,6.315719599790603
R_BulX7jjkeyUMa0p,12,28,631.54,22.555,1112,39.714285714285715,6.605636158732587
R_BynSqhB4LPC3JSh,2,252,6296.78,24.987222222222222,1434,5.690476190476191,7.476240191129477
R_Bz9qIb3FhzjeBbz,0,281,6046.6,21.51814946619217,1459,5.192170818505338,7.350638193932994
R_BzVyOXYGcejjaLv,1,114,4681.48,41.06561403508771,1398,12.263157894736842,7.404279118037268
R_C1gEwoKxaLBh0eR,3,243,5719.65,23.537654320987652,1454,5.983539094650205,8.10506292037681
R_C2cxEkvsW2SCiIx,3,236,4163.61,17.642415254237285,1433,6.072033898305085,7.6499735366327375
R_C2iLl1q2lsr2jbH,4,45,1004.91,22.331333333333333,278,6.177777777777778,6.992454819068279
R_C3LV91JA6qhi32V,13,272,5958.349999999999,21.90569852941176,1221,4.488970588235294,8.09556516423046
R_C3LfLBkg9TFvQnD,5,678,15489.34,22.845634218289085,1458,2.150442477876106,8.569003552101966
R_C3lnaGn73Wwa5Il,0,181,5730.35,31.65939226519337,1429,7.895027624309392,6.180906526749177
R_C46bB8ihQWceG9r,13,213,5437.73,25.529248826291077,1437,6.746478873239437,8.068086492459482
R_C4iVkWMyXuWqTsd,2,49,829.21,16.92265306122449,1358,27.714285714285715,4.989820154382335
R_C4wcuNpetPCSHy9,10,483,14759.47,30.55790890269151,1450,3.002070393374741,8.105766347423751
R_C7bztkUY2YELJMB,3,325,5221.7,16.06676923076923,1204,3.7046153846153844,6.736444876307944
R_CZAtNBjMUIwIHnz,12,338,6526.39,19.308846153846154,1453,4.298816568047338,8.030614552508043
R_CaF1pc8CnyWJvCp,2,564,13081.58,23.194290780141845,1459,2.5868794326241136,8.884366434857771
R_CafRVMY9tv7DH7b,1,68,2168.83,31.89455882352941,1453,21.36764705882353,6.898795257610626
R_CdkexeCTNy6chYR,11,452,8252.98,18.258805309734512,1435,3.174778761061947,7.186477330062407
R_CfdgFxEV46OH43L,3,195,9040.81,46.363128205128206,1449,7.430769230769231,7.431909678639401
R_Cgbr25P8IQSFnr3,2,429,7980.91,18.603519813519814,1455,3.3916083916083917,7.466061638561748
R_CkuX9KLo7hAwFkB,41,134,7810.05,58.2839552238806,1443,10.76865671641791,6.104168037021067
R_Clw8DVLDuASE4s9,36,34,1437.27,42.27264705882353,942,27.705882352941178,6.397712681904051
R_Cm3VQrd9jKduks9,11,22,694.8199999999999,31.58272727272727,840,38.18181818181818,7.2167755638214715
R_D0Igocfec79s8eJ,0,172,3191.65,18.55610465116279,1448,8.418604651162791,6.9710868220146
R_D5ygbCcJ5AaZm93,28,42,1705.92,40.61714285714286,1432,34.095238095238095,6.046662707572744
R_D8LcojwusttCWaJ,0,719,21917.04,30.482670375521558,1453,2.0208623087621698,9.192980558579128
R_DA9TRokxEawYko1,0,496,10556.79,21.283850806451614,1347,2.715725806451613,7.478700926688229
R_DAfQp2Y7dO2oVvX,11,119,2138.57,17.971176470588237,1444,12.134453781512605,6.346741013632859
R_DBhzVeGIG4SLSYV,12,307,6381.22,20.7857328990228,1431,4.6612377850162865,6.997879306644546
R_DDculEvWrVVI5aN,187,17,244.74,14.396470588235294,489,28.764705882352942,4.682964213428112
R_DDmXqLOwLD9GD3b,3,106,5518.46,52.06094339622641,1364,12.867924528301886,5.562833160967978
R_DHIYV6xHDSph77H,0,251,5409.88,21.553306772908368,1456,5.800796812749004,8.473324894959577
R_DIVJxjv1mP33pPb,4,1049,19149.93,18.255414680648236,1458,1.3898951382268827,7.962042918212317
R_DM3u1ro7eb4ws93,1,411,7628.09,18.559829683698297,1447,3.5206812652068127,7.536262599936609
R_DTrD9QIw8cM6tUJ,1,872,20120.239999999998,23.07366972477064,1202,1.378440366972477,9.443194225338951
R_DUJzIFPGGtQVsnD,4,91,4105.59,45.11637362637363,1453,15.967032967032967,5.807962293565865
R_DbFrDTT5RISSqBP,11,265,5886.87,22.214603773584905,1380,5.2075471698113205,4.4499189007168
R_DcxC2XyK0md6tpv,120,9,135.04,15.004444444444443,755,83.88888888888889,6.405344153817165
R_DiowFSPjTvqShVv,19,297,12565.19,42.30703703703704,1440,4.848484848484849,7.457741998739726
R_DjKp2ygpCiFehdT,42,38,1731.18,45.55736842105264,1166,30.68421052631579,7.148943049754132
R_Djcs43mP6ReoYgN,5,359,8661.87,24.127771587743734,1458,4.061281337047354,7.6047400864233
R_Djiwwc3dr6VFePD,6,113,2718.09,24.053893805309738,1458,12.902654867256636,6.165060647583578
R_Dk08oiknq542ECt,76,62,1619.55,26.121774193548386,1306,21.06451612903226,5.815919974593051
R_Dkvp1Gw3u0rSLMB,55,178,2787.19,15.658370786516855,1460,8.202247191011235,6.572688054868426
R_DlcSFSP5pIpvtdf,13,302,9027.49,29.892350993377484,1406,4.655629139072848,7.572518417000076
R_Do8gHEUnXT7Wxgt,0,377,9616.93,25.509098143236073,1201,3.1856763925729443,6.320930151654563
R_DpNpJSwByhJOFrP,19,76,2370.07,31.18513157894737,1105,14.539473684210526,6.5087989427867985
R_Dpf63KlGHpm0Lw5,12,363,9159.22,25.232011019283746,1449,3.9917355371900825,9.067440661952942
R_Dq4AlJx0kbdQshz,14,30,893.35,29.778333333333332,1402,46.733333333333334,7.307778942580881
R_DqMcG57ra3BtuVP,1289,4,69.06,17.265,1336,334.0,3.2646137165420543
R_DqTqoF539jfSsLf,1,214,5656.44,26.431962616822428,1413,6.602803738317757,8.118895337071637
R_Dql4qyXPogVmJPj,34,118,3346.9900000000002,28.364322033898308,1456,12.338983050847459,7.085307145533742
R_DtJxDbbSgYHmTpn,58,16,318.06,19.87875,981,61.3125,4.736812295039806
R_DtPfbKjVP7QqLVD,26,158,5625.0199999999995,35.60139240506329,1450,9.177215189873417,6.7862089209026415
R_DuXbWef1zRP3BWF,376,77,2928.1,38.027272727272724,1439,18.68831168831169,6.74233803578095
R_Dw30GgKFkKsUqT7,15,370,7263.38,19.630756756756757,1443,3.9,8.01811496268388
R_DwPAArNe2eqbyF3,26,20,1001.82,50.091,221,11.05,5.40357787720553
R_DwyIGAZ50BXpCSd,68,28,589.1700000000001,21.041785714285716,1453,51.892857142857146,5.314338342602216
R_NUZhGCDsfchpcZ3,11,34,1673.91,49.23264705882353,1230,36.1764705882353,6.272065356492644
R_NWM1oHODdHb0YPD,13,273,8877.19,32.51717948717949,1214,4.446886446886447,7.601572235192286
R_NWQimk0JGmbcIGl,129,68,1005.35,14.784558823529412,1433,21.073529411764707,7.635593699332013
R_NWRR48qozQZO8g1,12,140,3364.41,24.031499999999998,1438,10.271428571428572,6.172305842188285
R_O0BdmeSkj1Qcdbz,241,8,172.32999999999998,21.541249999999998,759,94.875,4.983332611568247
R_O1j7YshNZJCDX9v,3,95,3388.98,35.67347368421053,691,7.273684210526316,8.26220803424587
R_O1nG8RWb88sBQU9,0,469,11147.9,23.769509594882727,1438,3.066098081023454,8.880016594779766
R_O24aqc9u4zpgNFv,12,401,9240.21,23.042917705735658,1431,3.56857855361596,7.750950449119075
R_O2WkbbVVqM6FHbj,18,83,2432.41,29.30614457831325,1300,15.662650602409638,5.29766715520645
R_O6ZX76mggPnAOfD,1,1090,16067.12,14.740477064220185,1447,1.3275229357798166,9.045194465582318
R_O70YEa9HWAo6yBP,6,44,824.4399999999999,18.737272727272725,1446,32.86363636363637,5.985723096478868
R_O8BTNrzIQ4jJdct,30,22,314.4,14.29090909090909,754,34.27272727272727,5.203841838325151
R_O8Qf4CzkJ7AbF2p,0,196,3808.18,19.429489795918368,1169,5.964285714285714,7.898147411559851
R_O8Wb9DhS9QWdXnb,1,557,11809.369999999999,21.20174147217235,1446,2.5960502692998206,7.750636256430293
R_O9FzIlCvCxllJSN,2,704,17852.4,25.358522727272728,1460,2.0738636363636362,9.020543343337552
R_OCe1dRBVo1YL9Ml,4,139,3017.42,21.708057553956834,1332,9.582733812949641,6.246591144275243
R_OGLmgayQfW8p8K5,14,275,4170.24,15.16450909090909,1430,5.2,6.616332886914633
R_OGN3QDO9930tfAl,6,165,5596.6,33.91878787878788,1458,8.836363636363636,7.033118401938809
R_OGUcDEj85m0paaR,127,125,3337.5299999999997,26.700239999999997,1438,11.504,6.820136444800468
R_OHC0v077pesIfbX,35,35,703.18,20.090857142857143,1378,39.371428571428574,6.086411024416935
R_OI6VYW0LooKLxBv,15,189,4415.05,23.36005291005291,1185,6.26984126984127,6.899481142529892
R_OJtQZQpl9WrkqLD,44,67,2035.75,30.384328358208954,1250,18.65671641791045,5.035848096567659
R_OJxTrXvk1zGH853,186,15,758.12,50.541333333333334,487,32.46666666666667,4.495020442487104
R_OMNSdX5mDbUEZNf,2,407,8986.78,22.080540540540543,1447,3.555282555282555,8.970100253679707
R_OOOuKdWYnL8wYG5,5,491,8489.49,17.29020366598778,1457,2.9674134419551934,8.121723957678574
R_OOQi6Ec8MNCrIml,2,224,5135.13,22.9246875,1389,6.200892857142857,7.552557446278282
R_OPV6nIqHGNNWWmB,12,39,1423.6,36.5025641025641,1100,28.205128205128204,6.389753971467051
R_OPfbKZtf2Azgit3,0,293,3431.36,11.711126279863482,1458,4.976109215017065,6.981433158659348
R_OQ2hOsg4SFQ9WSJ,2,176,6948.94,39.48261363636363,1443,8.198863636363637,6.380156434630315
R_OQeQHVDhrK9ane1,12,288,8487.22,29.469513888888887,1458,5.0625,6.073827637533105
R_OQeye2UKl8Th6dr,12,342,11399.6,33.33216374269006,1446,4.228070175438597,7.278525417293414
R_Oa4DgtciNrqxfIB,0,293,7430.3,25.35938566552901,1456,4.969283276450512,8.439994602067767
R_Oa5NCI1rguuH053,93,17,304.73,17.92529411764706,763,44.88235294117647,5.352331954854275
R_Od33rLRnqYAGCPv,16,134,4225.97,31.537089552238807,1456,10.865671641791044,7.282795543276324
R_OdOK4CH8YxSw3Sx,31,41,945.29,23.055853658536584,1450,35.36585365853659,6.775286179067724
R_OdTirYYBS6ms6nn,11,615,15978.2,25.98081300813008,1451,2.359349593495935,8.50898156813463
R_Odixb15Ykmxb0Dn,8,567,17837.52,31.4594708994709,1457,2.569664902998236,8.371910739027555
R_OfntYUzw43qHbuF,1,422,7311.2,17.32511848341232,1429,3.3862559241706163,7.790807687471959
R_Og8Cqd3iUgldHRn,7,250,3103.09,12.412360000000001,1421,5.684,6.870209162908167
R_Og8sDefGp0SvLl7,0,335,8633.53,25.771731343283584,1457,4.349253731343284,8.662517029040538
R_OiYmnNVvK5ABUK5,4,206,7049.76,34.2221359223301,1460,7.087378640776699,7.496397133660772
R_OjlLW9R5P9Laan7,8,105,2231.2400000000002,21.249904761904766,1229,11.704761904761904,6.3978958549614715
R_OkSi9IxX5ddzzl7,10,292,7809.97,26.746472602739725,1453,4.976027397260274,7.633379330174838
R_Okx3CWwKxUas8i5,5,271,2555.33,9.429261992619926,1140,4.206642066420664,6.839583498878803
R_Ol3gFGWcmw9LarT,43,15,543.42,36.227999999999994,986,65.73333333333333,5.333201768401539
R_Olel4p5FgLnzHVf,11,49,904.92,18.467755102040815,1289,26.306122448979593,6.382949047028354
R_Olj6s3oDUk1tpsJ,107,65,929.59,14.301384615384617,1339,20.6,5.833025518777275
R_Om5DLvyVK2GS8Mh,9,209,5526.83,26.444162679425837,1428,6.832535885167464,7.325135782638214
R_OoCZrVwXnQOuoOl,1,638,13268.22,20.79658307210031,1439,2.2554858934169277,7.649444974001237
R_OqFCNCGYAFOqwAp,11,172,2556.52,14.863488372093023,1451,8.436046511627907,6.155282632337377
R_Oqwn8h7JmD9kZLr,5,266,7001.51,26.321466165413536,1347,5.06390977443609,8.216074585027494
R_OuTqQtcr44LOrMl,32,92,1805.04,19.62,1437,15.619565217391305,6.800604272462908
R_OwFousWyWRNjaoN,15,733,20535.14,28.01519781718963,1447,1.9740791268758526,7.34613278304606
R_OwY4A97Yuej2Sw9,0,122,4578.76,37.53081967213115,1443,11.827868852459016,6.897917041846234
R_Ox1a2sI5ubUPpzr,77,13,224.19,17.245384615384616,1425,109.61538461538461,6.18447873344068
R_Ox2cOKKad6zHXtT,13,365,5371.54,14.716547945205479,1460,4.0,8.34660888283872
R_OxNH1wcmFs7pICR,1,765,18356.33,23.99520261437909,1443,1.8862745098039215,8.111367018131887
R_PARHT7W9jKxfvNf,8,239,10416.75,43.58472803347281,1455,6.087866108786611,6.858092233963037
R_PAnFG4PYe1dcmKR,52,76,1708.08,22.474736842105262,1385,18.223684210526315,6.873246646518474
R_PB47lifIW2D9E65,79,110,2908.07,26.437,1458,13.254545454545454,6.966618350178911
R_PBf0FEpFdxz7kU9,9,209,2795.39,13.375071770334928,1134,5.425837320574162,7.194076425794576
R_PFXc6Hne8ygZzFL,240,8,201.75,25.21875,609,76.125,5.47541697936084
R_PGIGHBTSRs2tRMl,213,10,543.85,54.385000000000005,278,27.8,4.689327493994814
R_PHakyxXHbSs3Wil,46,286,4862.1,17.00034965034965,1408,4.923076923076923,6.756432264205871
R_PHgbX4EoPqUsLjb,4,587,10817.68,18.428756388415675,1444,2.4599659284497446,8.519121331359127
R_PIh2hZw71jXMbrX,106,242,8953.51,36.99797520661157,1449,5.987603305785124,4.943854260405905
R_PIhjSFbZrFzqmf7,22,230,3623.29,15.753434782608695,1459,6.343478260869565,6.636510700988699
R_PRvq5W0QfrLLHoJ,10,311,5148.09,16.553344051446945,1458,4.688102893890675,6.383050449766315
R_PSPzdKfQKjUwhHP,0,722,19777.44,27.392576177285317,729,1.0096952908587258,8.34052760939844
R_PSgcRvjngEuUFC9,45,499,8330.08,16.693547094188375,1450,2.905811623246493,8.027492849265196
R_PTBypKcn9Vjypup,3,76,2409.2200000000003,31.70026315789474,1395,18.355263157894736,5.992988385476324
R_PTZ3QbtCJTTGaEF,33,56,636.36,11.36357142857143,1198,21.392857142857142,4.811696431478864
R_PUjGHRInObkkx33,6,147,4549.25,30.947278911564627,972,6.612244897959184,7.213503177245545
R_PUqikUxXZPGex1L,315,8,533.43,66.67875,1333,166.625,4.2623981472183505
R_PXSF6lxCnUB8Pg5,3,338,9423.88,27.881301775147925,1450,4.289940828402367,8.302208763740554
R_PYAtNs62jda8LKx,0,55,2111.89,38.397999999999996,1116,20.29090909090909,5.643466138648146
R_PYQtkvvNdK6wGyZ,108,351,7871.67,22.426410256410257,1375,3.9173789173789175,6.441903020858877
R_PZEwI7NTXlIAdRT,117,70,2083.77,29.768142857142855,814,11.628571428571428,6.385076348185146
R_PZK5ZHQaJY6ymWd,2,389,9390.1,24.139074550128537,942,2.4215938303341904,8.769168290295143
R_PtbP9SNDjKDfkYN,5,116,2391.55,20.616810344827588,1002,8.637931034482758,7.148274986679853
R_PuLRXv7pUO3cLzX,1,335,12612.59,37.6495223880597,1453,4.3373134328358205,8.149240607567844
R_PvqLlQVrbZYcHIJ,23,3,87.49,29.16333333333333,80,26.666666666666668,5.3157642801517575
R_PvwULHwARcFwOXv,25,317,17904.57,56.48129337539432,1456,4.593059936908517,7.168957329879464
R_PwlnzzccUMXV0n7,0,1125,27485.82,24.43184,1460,1.2977777777777777,8.25012648779217
R_PzynrAQBzRiPa93,2,321,6498.86,20.245669781931465,1411,4.395638629283489,7.873940327130135
R_Q0VlYv4XDFK34mR,21,86,3142.18,36.53697674418604,1442,16.767441860465116,6.771408498297926
R_Q0nwaT1hUVh9fgZ,13,120,1930.32,16.086,1352,11.266666666666667,6.505036396541998
R_Q4HF1TW4ZmOoXMl,19,59,1354.6,22.959322033898303,1460,24.74576271186441,5.8484598526909775
R_Q4STulV6BKUy7Lj,1,161,4553.59,28.283167701863356,1228,7.627329192546584,6.69451255234519
R_Q4ZjTFeyiC5kgQV,1,654,23929.81,36.589923547400616,1460,2.232415902140673,8.232102425294947
R_Q4bzbtEeez3se3v,1,237,2860.45,12.069409282700422,1441,6.080168776371308,7.433004382453851
R_Q5LfGia4gY1Z4QN,0,397,4289.45,10.804659949622165,437,1.1007556675062973,7.39978333021516
R_Q6WPHvxgbOBjvZ7,5,427,11735.01,27.48245901639344,1441,3.3747072599531616,8.68888006657577
R_Q6WrmxiECmUv68N,29,92,2202.75,23.942934782608695,1134,12.326086956521738,4.259011183777335
R_Q6uIjCCdaCmL0dP,2,138,3836.35,27.79963768115942,1442,10.44927536231884,7.408045600832745
R_Q9Qz1yZfznfUdbj,0,591,11386.2,19.265989847715737,1453,2.458544839255499,7.967605949096911
R_Q9pXsMC9dL6xx7j,57,22,433.71999999999997,19.714545454545455,747,33.95454545454545,4.452834524684393
R_QcV7uVxb8myM0lb,4,448,8592.03,19.178638392857145,1458,3.2544642857142856,8.855272707100724
R_QfvAxCxCdb6YwUh,0,389,6110.37,15.70789203084833,1436,3.691516709511568,7.11061448699364
R_Qh8yUNA19CJDbEd,12,185,6911.19,37.35778378378378,1431,7.735135135135135,7.643214543327699
R_QlCM5cyqADTpz0J,3,366,10196.89,27.86035519125683,1457,3.980874316939891,7.854024142642641
R_QlwQMfafZZuwTM5,17,80,1796.01,22.450125,740,9.25,5.41570032218308
R_QlxjHfQFVqwOehX,6,62,2382.18,38.42225806451613,1319,21.274193548387096,7.281034604020784
R_QnbL2ixceO8TFQZ,18,98,2399.23,24.481938775510205,1453,14.826530612244898,5.703182294584169
R_Qol5y4tCXYb9Ihb,9,934,24856.15,26.61258029978587,1453,1.5556745182012848,7.687905503163656
R_Qp7pqfzWe3Qmcrn,0,449,14002.89,31.18683741648107,1460,3.2516703786191536,8.38275624604542
R_R38GYKD6oUDOIF3,2,595,12829.25,21.561764705882354,1431,2.4050420168067226,8.6557317771
R_R39HZohVkYzzCEx,15,278,18314.93,65.88104316546763,1456,5.237410071942446,8.059677660265683
R_R3TxodwIFRR70s1,14,269,4905.61,18.236468401486988,916,3.4052044609665426,8.203131550931209
R_R4559mlehOHZ1bb,41,3,258.89,86.29666666666667,66,22.0,3.331847303527362
R_R49WiNv3T8fnZkZ,25,166,2405.1,14.488554216867469,1150,6.927710843373494,5.696489277162059
R_R4fpnxUUupS13Mt,3,749,18239.99,24.35245660881175,1453,1.9399198931909212,8.94245308365257
R_R4goEYhjG8ibKsV,0,281,8012.41,28.51391459074733,1432,5.096085409252669,8.322880021769905
R_R4h45LADGxYIbxn,28,123,2934.18,23.855121951219513,1356,11.024390243902438,7.04283671966123
R_R8FquFTs5uv64G5,48,106,2304.84,21.74377358490566,1450,13.679245283018869,6.812037015923166
R_R8sct72XDNoSEJb,8,218,5303.93,24.329954128440367,1332,6.110091743119266,7.225066539547833
R_RCVXIEUXgJrUx4R,10,997,5371.19,5.387352056168505,1433,1.4373119358074222,6.365989232309509
R_RDBZFpWVS5Kgm5P,76,7,810.5600000000001,115.79428571428572,562,80.28571428571429,4.950035671967326
R_REUoU4lxX7WwQYF,9,34,995.15,29.269117647058824,1252,36.8235294117647,4.889822673879508
R_RIAWjvzqC9Anz0d,3,476,9853.68,20.701008403361346,1448,3.042016806722689,7.571900951983005
R_RIS6I9ekQzl33Yl,243,192,2978.27,15.511822916666667,1133,5.901041666666667,3.180550710546533
R_RIaFaa0njICIcPT,1,74,2109.28,28.503783783783785,1102,14.891891891891891,6.483321395826356
R_RIab1TrbMHv4dm9,14,253,7123.36,28.155573122529642,1440,5.691699604743083,7.289938112838444
R_RJnfiCljP85kkKt,12,188,3199.09,17.016436170212767,556,2.9574468085106385,7.890402877800647
R_RK5cwWjrNzWCfLj,2,480,9535.91,19.866479166666668,1457,3.035416666666667,7.90100705199242
R_RKOvCgLEqnbraIV,21,63,2319.0,36.80952380952381,1335,21.19047619047619,6.634909272487568
R_RLDhRWGJ2OGQan7,5,511,10614.24,20.771506849315067,1436,2.8101761252446185,8.357188745013314
R_RLkY8gV3T48ZcoF,6,309,9774.14,31.631521035598702,1451,4.6957928802588995,7.685831670327388
R_ROHAyuym1IR7zJT,12,46,2594.4900000000002,56.40195652173914,840,18.26086956521739,6.821990397521337
R_RP0Rwpy5j0LtLDb,0,165,2940.04,17.818424242424243,1432,8.67878787878788,7.662594746495318
R_RPruSl134deuxOh,5,271,12054.36,44.48103321033211,1453,5.361623616236162,7.5411259155060035
R_RPsG6lwAEr4IirL,19,152,3431.3,22.57434210526316,1447,9.519736842105264,5.996352581180758
R_RPudbSO1mm9KZSp,4,164,4059.45,24.752743902439022,1457,8.884146341463415,7.9476927104734365
R_RREIEbVUb6F2t2h,10,50,2183.5,43.67,1446,28.92,6.483321395826356
R_RRdfI1nTggkIRdD,4,96,1589.76,16.56,786,8.1875,7.575338467410808
R_RRg5d7PYVofKVR7,20,137,3930.93,28.692919708029194,860,6.2773722627737225,8.083729762881212
R_RUiKvns4bLPdv1v,0,325,10161.76,31.266953846153847,1442,4.436923076923077,8.275333072829097
R_RUm7V3LssbCRwQh,9,79,6310.2699999999995,79.87683544303796,1223,15.481012658227849,6.838233696323492
R_RWDVTpd1w4ZP8lj,7,92,3888.5,42.266304347826086,1236,13.434782608695652,8.503907323840389
R_RWEU3Avr3Ff1d5f,13,112,1638.87,14.632767857142856,1456,13.0,7.3512480811869585
R_Ra9w371cJUQHkBj,3,39,1097.75,28.147435897435898,783,20.076923076923077,4.191622501686571
R_RaeWxaWjb7z8CLT,28,314,10753.04,34.24535031847134,1456,4.6369426751592355,8.066894929835156
R_RekNI4I8FXKS9lT,2,353,4520.94,12.807195467422096,1458,4.1303116147308785,6.79760553548115
R_RerDmi1QA7PsovL,4,7,677.29,96.75571428571428,1113,159.0,6.582343647720291
R_RfThNEyjDIX9xwl,23,317,9501.2,29.97223974763407,1434,4.523659305993691,8.261309482712356
R_RhiUIvJQ2lPbhap,32,83,1554.65,18.730722891566266,1111,13.385542168674698,5.849872180528096
R_Rk6QaXPtRCxwSLT,1,135,4581.59,33.937703703703704,1391,10.303703703703704,6.413245819701083
R_RlSNQ6510NQghgZ,0,1478,17942.54,12.139742895805142,1341,0.9073071718538566,9.289323441508394
R_RlYyUhsDFvyGwX7,1,1335,33620.25,25.18370786516854,1460,1.0936329588014981,9.37730037529076
R_RqX2bVT7ipyS3h7,262,86,1877.71,21.833837209302327,1387,16.127906976744185,2.8875901149342877
R_RrAzSSEpdQYcUx3,5,788,21423.5,27.18718274111675,1459,1.851522842639594,8.222234038458158
R_RsM6KRZLojriHU5,2,141,3004.75,21.31028368794326,1435,10.177304964539006,6.696849045332406
R_Rw7CA3irllJSRH3,2,960,20834.46,21.7025625,1456,1.5166666666666666,8.139224566255567
R_RxeYwKZ5Zu9SiT7,294,14,301.85,21.560714285714287,1336,95.42857142857143,5.76994467690987
R_Ry8uWyojfGauVEZ,18,70,2754.6,39.35142857142857,1396,19.942857142857143,5.777497512478481
R_Rz7BADJXe1GMWQ1,9,31,391.21999999999997,12.62,1362,43.935483870967744,6.1356298240384834
R_SBiEJOUFyfjK5eF,14,378,5333.33,14.109338624338625,1436,3.798941798941799,6.859142599061444
R_SC38DnC6mtyMrDz,133,30,668.3,22.276666666666664,1244,41.46666666666667,5.479513290054482
R_SDA9FNV5BkNoxPj,17,115,2279.33,19.820260869565217,1445,12.565217391304348,6.420955378818814
R_SDngZDpmHNEeIBH,1,382,8168.54,21.383612565445027,1255,3.2853403141361257,8.63803820110844
R_SDxHC9YZwYTKedz,4,861,11519.37,13.379059233449478,1460,1.6957026713124275,7.354432705424305
R_SE2qI33L0z1rw2J,7,170,4958.88,29.169882352941176,1417,8.33529411764706,7.643377487050173
R_SE8aSpQlEHeTRi9,1422,1,7.99,7.99,1422,1422.0,4.114963849424837
R_SE8gIJVx1g0m6T7,8,298,5928.6,19.894630872483223,1419,4.761744966442953,7.919534356606304
R_SGAAoUST7I3bMpr,10,388,19193.04,49.46659793814433,1068,2.752577319587629,8.714625011014546
R_SGKBwA3GI43FYlj,10,130,3598.8,27.683076923076925,1408,10.830769230769231,7.299668980138573
R_SH9KwMo2tRoWdJn,6,174,3753.27,21.57051724137931,1431,8.224137931034482,6.835163080539713
R_SIV2laobfDdRRpn,130,28,1384.1,49.43214285714286,1116,39.857142857142854,7.125460067000068
R_SIWNWQmjel55jzP,4,139,2796.71,20.12021582733813,1454,10.46043165467626,7.669392537983125
R_SNUZbqGQUi0m9yh,14,401,13137.16,32.76099750623441,1412,3.521197007481297,7.656318244775295
R_SOyvpAQkoaXLVQd,347,13,412.64,31.74153846153846,1352,104.0,4.966195652664082
R_SPgUY20fCYUgXtf,2,110,2248.27,20.43881818181818,832,7.5636363636363635,7.656318244775295
R_SSIp9k1v28goIiR,367,20,374.92,18.746000000000002,767,38.35,4.580877493419047
R_STNOEWFecrQlOHn,62,86,4540.45,52.795930232558135,1393,16.197674418604652,5.751429128123554
R_SV0JxIoAjGBzoyJ,2,537,10071.86,18.755791433891993,1457,2.713221601489758,7.4018720846848645
R_SVHcBOlErkMEJjP,5,568,18818.43,33.131038732394366,1459,2.568661971830986,8.834186948199806
R_SVjRFGTZae7kgBX,8,88,4330.35,49.20852272727273,1350,15.340909090909092,5.181390214518745
R_SVmBvLv4VYHH09X,82,140,4422.27,31.58764285714286,1448,10.342857142857143,2.784393767689544
R_SZVk7qgCCS7GBkR,2,133,2166.75,16.291353383458645,1229,9.240601503759398,8.079289598758562
R_SZxS1wRL7j2vEk1,14,190,4537.21,23.88005263157895,1212,6.378947368421053,6.850338008112186
R_T0dG5GjDneWRmUx,16,237,5445.04,22.974852320675105,1410,5.949367088607595,8.358218561696102
R_T1tQcAWNuIjTeGB,5,93,2099.81,22.578602150537634,1458,15.67741935483871,7.356164927415614
R_T2cW0jWTLQ3jpYZ,53,93,2423.16,26.05548387096774,1423,15.301075268817204,4.966544072583289
R_T2e734rM54MBDON,17,14,624.77,44.62642857142857,591,42.214285714285715,5.966505649066787
R_T4THXKAQCwg9ZXb,13,198,8831.18,44.601919191919194,1449,7.318181818181818,6.726940586297987
R_T5DC7dqaf9rgfPr,0,233,5363.34,23.018626609442062,1449,6.218884120171674,6.995610466530149
R_T5bktxnjxE8B7ON,188,120,3601.84,30.015333333333334,1409,11.741666666666667,4.069881090043726
R_T5eIGFma6kcMlgd,15,15,1387.6000000000001,92.50666666666667,1106,73.73333333333333,5.310789268043357
R_T7M3PV3PTCNrGxz,35,300,5867.69,19.558966666666667,1447,4.823333333333333,6.332373356142771
R_T7v2MVF1Q9nTL2N,3,209,6936.66,33.18976076555024,1458,6.976076555023924,7.594351045820107
R_TaWqCKHh5CNkWhb,1,664,17347.78,26.12617469879518,1446,2.177710843373494,8.416209749047923
R_TaZ5ro6xrlPTVXX,0,219,4461.56,20.3724200913242,1434,6.5479452054794525,6.264312130601307
R_TcSJ9ex2QSL6adP,0,371,8742.16,23.56377358490566,1447,3.9002695417789757,7.99845635637891
R_TcjKmH0V8Aiprbj,1,240,4730.04,19.7085,1453,6.054166666666666,7.355704998696456
R_TdRNPgZezqRSQr7,362,41,770.14,18.78390243902439,1449,35.34146341463415,4.7957078975533864
R_ThYIl4DOmKJ6ADv,4,212,6620.43,31.228443396226417,1338,6.311320754716981,5.879470970147057
R_Thedjrv7zp1BGwh,8,213,5588.89,26.23892018779343,1450,6.807511737089202,7.0944256990804275
R_ThgquWaLDQWLCcp,4,263,4577.12,17.403498098859316,1460,5.551330798479087,7.060931198170283
R_Thn6rAkosxWmMVz,9,168,4709.86,28.034880952380952,1317,7.839285714285714,7.071055403267792
R_Ti3cm30P8q5pSAF,23,124,2127.1,17.154032258064515,1440,11.612903225806452,6.462717395754149
R_TiKImT7l7MFo2id,0,217,4702.0199999999995,21.668294930875575,1435,6.612903225806452,7.688492002694773
